MODEL LOADED D:\Projects\Multi_Agent_Graph_Analysis\prelab\models\Qwen2.5-7B-Instruct-bnb-4bit GPU GiB 5.197
DONE core 65 400 ragognize_train_2020__complete seconds 0.386
DONE core 66 400 ragognize_train_2020__partial seconds 0.382
DONE core 67 400 ragognize_train_2030__complete seconds 0.377
DONE core 68 400 ragognize_train_2030__partial seconds 0.374
DONE core 69 400 ragognize_train_2036__complete seconds 0.455
DONE core 70 400 ragognize_train_2036__partial seconds 0.477
DONE core 71 400 ragognize_train_2160__complete seconds 0.312
DONE core 72 400 ragognize_train_2160__partial seconds 0.333
DONE core 73 400 ragognize_train_2180__complete seconds 0.365
DONE core 74 400 ragognize_train_2180__partial seconds 0.366
DONE core 75 400 ragognize_train_2212__complete seconds 0.365
DONE core 76 400 ragognize_train_2212__partial seconds 0.371
DONE core 77 400 ragognize_train_2218__complete seconds 0.394
DONE core 78 400 ragognize_train_2218__partial seconds 0.357
DONE core 79 400 ragognize_train_2271__complete seconds 0.412
DONE core 80 400 ragognize_train_2271__partial seconds 0.405
DONE core 81 400 ragognize_test_0044__complete seconds 0.519
DONE core 82 400 ragognize_test_0044__partial seconds 0.478
DONE core 83 400 ragognize_test_0130__complete seconds 0.429
DONE core 84 400 ragognize_test_0130__partial seconds 0.457
DONE core 85 400 ragognize_test_0237__complete seconds 0.331
DONE core 86 400 ragognize_test_0237__partial seconds 0.41
DONE core 87 400 ragognize_test_0275__complete seconds 0.548
DONE core 88 400 ragognize_test_0275__partial seconds 0.48
DONE core 89 400 ragognize_test_0485__complete seconds 0.459
DONE core 90 400 ragognize_test_0485__partial seconds 0.458
DONE core 91 400 ragognize_test_0701__complete seconds 0.558
DONE core 92 400 ragognize_test_0701__partial seconds 0.532
DONE core 93 400 ragognize_test_0726__complete seconds 0.562
DONE core 94 400 ragognize_test_0726__partial seconds 0.56
DONE core 95 400 ragognize_test_0970__complete seconds 0.411
DONE core 96 400 ragognize_test_0970__partial seconds 0.455
DONE core 97 400 ragognize_test_0998__complete seconds 0.475
DONE core 98 400 ragognize_test_0998__partial seconds 0.475
DONE core 99 400 ragognize_test_1264__complete seconds 0.528
DONE core 100 400 ragognize_test_1264__partial seconds 0.538
DONE core 101 400 ragognize_test_1284__complete seconds 0.457
DONE core 102 400 ragognize_test_1284__partial seconds 0.525
DONE core 103 400 ragognize_train_1396__complete seconds 0.506
DONE core 104 400 ragognize_train_1396__partial seconds 0.573
DONE core 105 400 ragognize_test_1332__complete seconds 0.341
DONE core 106 400 ragognize_test_1332__partial seconds 0.457
DONE core 107 400 ragognize_test_1452__complete seconds 0.361
DONE core 108 400 ragognize_test_1452__partial seconds 0.439
DONE core 109 400 ragognize_test_1554__complete seconds 0.505
DONE core 110 400 ragognize_test_1554__partial seconds 0.517
DONE core 111 400 ragognize_test_1645__complete seconds 0.474
DONE core 112 400 ragognize_test_1645__partial seconds 0.475
DONE core 113 400 ragognize_test_2039__complete seconds 0.46
DONE core 114 400 ragognize_test_2039__partial seconds 0.613
DONE core 115 400 ragognize_test_2095__complete seconds 0.4
DONE core 116 400 ragognize_test_2095__partial seconds 0.403
DONE core 117 400 ragognize_train_0177__complete seconds 0.417
DONE core 118 400 ragognize_train_0177__partial seconds 0.466
DONE core 119 400 ragognize_train_0382__complete seconds 0.575
DONE core 120 400 ragognize_train_0382__partial seconds 0.483
DONE core 121 400 ragognize_train_0406__complete seconds 0.398
DONE core 122 400 ragognize_train_0406__partial seconds 0.404
DONE core 123 400 ragognize_train_0414__complete seconds 0.441
DONE core 124 400 ragognize_train_0414__partial seconds 0.448
DONE core 125 400 ragognize_train_0420__complete seconds 0.368
DONE core 126 400 ragognize_train_0420__partial seconds 0.492
DONE core 127 400 ragognize_train_0473__complete seconds 0.507
DONE core 128 400 ragognize_train_0473__partial seconds 0.578
DONE core 129 400 ragognize_train_0683__complete seconds 0.499
DONE core 130 400 ragognize_train_0683__partial seconds 0.504
DONE core 131 400 ragognize_train_0940__complete seconds 0.399
DONE core 132 400 ragognize_train_0940__partial seconds 0.416
DONE core 133 400 ragognize_train_1158__complete seconds 0.592
DONE core 134 400 ragognize_train_1158__partial seconds 0.593
DONE core 135 400 ragognize_train_1379__complete seconds 0.572
DONE core 136 400 ragognize_train_1379__partial seconds 0.632
DONE core 137 400 ragognize_train_1520__complete seconds 0.546
DONE core 138 400 ragognize_train_1520__partial seconds 0.476
DONE core 139 400 ragognize_train_1532__complete seconds 0.527
DONE core 140 400 ragognize_train_1532__partial seconds 0.46
DONE core 141 400 ragognize_train_1586__complete seconds 0.463
DONE core 142 400 ragognize_train_1586__partial seconds 0.49
DONE core 143 400 ragognize_train_1747__complete seconds 0.381
DONE core 144 400 ragognize_train_1747__partial seconds 0.331
DONE core 145 400 ragognize_train_1766__complete seconds 0.473
DONE core 146 400 ragognize_train_1766__partial seconds 0.478
DONE core 147 400 ragognize_train_1782__complete seconds 0.446
DONE core 148 400 ragognize_train_1782__partial seconds 0.454
DONE core 149 400 ragognize_train_1861__complete seconds 0.574
DONE core 150 400 ragognize_train_1861__partial seconds 0.641
DONE core 151 400 ragognize_train_1953__complete seconds 0.463
DONE core 152 400 ragognize_train_1953__partial seconds 0.613
DONE core 153 400 ragognize_train_2125__complete seconds 0.568
DONE core 154 400 ragognize_train_2125__partial seconds 0.565
DONE core 155 400 ragognize_train_2141__complete seconds 0.605
DONE core 156 400 ragognize_train_2141__partial seconds 0.523
DONE core 157 400 ragognize_train_2179__complete seconds 0.545
DONE core 158 400 ragognize_train_2179__partial seconds 0.556
DONE core 159 400 ragognize_train_2295__complete seconds 0.508
DONE core 160 400 ragognize_train_2295__partial seconds 0.52
DONE core 161 400 ragognize_test_0387__complete seconds 0.391
DONE core 162 400 ragognize_test_0387__partial seconds 0.384
DONE core 163 400 ragognize_test_0452__complete seconds 0.29
DONE core 164 400 ragognize_test_0452__partial seconds 0.278
DONE core 165 400 ragognize_test_0645__complete seconds 0.392
DONE core 166 400 ragognize_test_0645__partial seconds 0.33
DONE core 167 400 ragognize_test_0648__complete seconds 0.32
DONE core 168 400 ragognize_test_0648__partial seconds 0.474
DONE core 169 400 ragognize_test_0681__complete seconds 0.609
DONE core 170 400 ragognize_test_0681__partial seconds 0.565
DONE core 171 400 ragognize_test_0889__complete seconds 0.288
DONE core 172 400 ragognize_test_0889__partial seconds 0.439
DONE core 173 400 ragognize_test_0959__complete seconds 0.304
DONE core 174 400 ragognize_test_0959__partial seconds 0.281
DONE core 175 400 ragognize_test_0964__complete seconds 0.288
DONE core 176 400 ragognize_test_0964__partial seconds 0.545
DONE core 177 400 ragognize_test_1018__complete seconds 0.383
DONE core 178 400 ragognize_test_1018__partial seconds 0.611
DONE core 179 400 ragognize_test_1117__complete seconds 0.413
DONE core 180 400 ragognize_test_1117__partial seconds 0.455
DONE core 181 400 ragognize_test_1241__complete seconds 0.399
DONE core 182 400 ragognize_test_1241__partial seconds 0.387
DONE core 183 400 ragognize_test_1420__complete seconds 0.386
DONE core 184 400 ragognize_test_1420__partial seconds 0.402
DONE core 185 400 ragognize_test_1463__complete seconds 0.294
DONE core 186 400 ragognize_test_1463__partial seconds 0.307
DONE core 187 400 ragognize_test_1548__complete seconds 0.403
DONE core 188 400 ragognize_test_1548__partial seconds 0.459
DONE core 189 400 ragognize_test_1740__complete seconds 0.306
DONE core 190 400 ragognize_test_1740__partial seconds 0.317
DONE core 191 400 ragognize_test_1866__complete seconds 0.406
DONE core 192 400 ragognize_test_1866__partial seconds 0.4
DONE core 193 400 ragognize_test_1974__complete seconds 0.33
DONE core 194 400 ragognize_test_1974__partial seconds 0.309
DONE core 195 400 ragognize_test_1979__complete seconds 0.348
DONE core 196 400 ragognize_test_1979__partial seconds 0.345
DONE core 197 400 ragognize_test_2096__complete seconds 0.391
DONE core 198 400 ragognize_test_2096__partial seconds 0.388
DONE core 199 400 ragognize_test_2206__complete seconds 0.308
DONE core 200 400 ragognize_test_2206__partial seconds 0.438
DONE core 201 400 ragognize_test_2293__complete seconds 0.374
DONE core 202 400 ragognize_test_2293__partial seconds 0.391
DONE core 203 400 ragognize_train_0088__complete seconds 0.467
DONE core 204 400 ragognize_train_0088__partial seconds 0.474
DONE core 205 400 ragognize_train_0095__complete seconds 0.286
DONE core 206 400 ragognize_train_0095__partial seconds 0.36
DONE core 207 400 ragognize_train_0445__complete seconds 0.402
DONE core 208 400 ragognize_train_0445__partial seconds 0.399
DONE core 209 400 ragognize_train_0584__complete seconds 0.302
DONE core 210 400 ragognize_train_0584__partial seconds 0.3
DONE core 211 400 ragognize_train_0613__complete seconds 0.331
DONE core 212 400 ragognize_train_0613__partial seconds 0.303
DONE core 213 400 ragognize_train_0845__complete seconds 0.337
DONE core 214 400 ragognize_train_0845__partial seconds 0.33
DONE core 215 400 ragognize_train_0855__complete seconds 0.305
DONE core 216 400 ragognize_train_0855__partial seconds 0.356
DONE core 217 400 ragognize_train_0913__complete seconds 0.314
DONE core 218 400 ragognize_train_0913__partial seconds 0.329
DONE core 219 400 ragognize_train_1145__complete seconds 0.393
DONE core 220 400 ragognize_train_1145__partial seconds 0.329
DONE core 221 400 ragognize_train_1159__complete seconds 0.316
DONE core 222 400 ragognize_train_1159__partial seconds 0.313
DONE core 223 400 ragognize_train_1168__complete seconds 0.375
DONE core 224 400 ragognize_train_1168__partial seconds 0.317
DONE core 225 400 ragognize_train_1279__complete seconds 0.413
DONE core 226 400 ragognize_train_1279__partial seconds 0.615
DONE core 227 400 ragognize_train_1511__complete seconds 0.404
DONE core 228 400 ragognize_train_1511__partial seconds 0.397
DONE core 229 400 ragognize_train_1686__complete seconds 0.296
DONE core 230 400 ragognize_train_1686__partial seconds 0.284
DONE core 231 400 ragognize_train_1892__complete seconds 0.405
DONE core 232 400 ragognize_train_1892__partial seconds 0.408
DONE core 233 400 ragognize_train_1996__complete seconds 0.402
DONE core 234 400 ragognize_train_1996__partial seconds 0.403
DONE core 235 400 ragognize_train_2214__complete seconds 0.478
DONE core 236 400 ragognize_train_2214__partial seconds 0.476
DONE core 237 400 ragognize_train_2266__complete seconds 0.402
DONE core 238 400 ragognize_train_2266__partial seconds 0.417
DONE core 239 400 ragognize_train_2328__complete seconds 0.45
DONE core 240 400 ragognize_train_2328__partial seconds 0.454
DONE core 241 400 ragognize_test_0690__complete seconds 0.305
DONE core 242 400 ragognize_test_0690__partial seconds 0.353
DONE core 243 400 ragognize_test_1012__complete seconds 0.382
DONE core 244 400 ragognize_test_1012__partial seconds 0.398
DONE core 245 400 ragognize_test_1021__complete seconds 0.388
DONE core 246 400 ragognize_test_1021__partial seconds 0.532
DONE core 247 400 ragognize_test_1668__complete seconds 0.324
DONE core 248 400 ragognize_test_1668__partial seconds 0.302
DONE core 249 400 ragognize_test_1722__complete seconds 0.458
DONE core 250 400 ragognize_test_1722__partial seconds 0.407
DONE core 251 400 ragognize_test_2227__complete seconds 0.465
DONE core 252 400 ragognize_test_2227__partial seconds 0.461
DONE core 253 400 ragognize_train_0001__complete seconds 0.398
DONE core 254 400 ragognize_train_0001__partial seconds 0.396
DONE core 255 400 ragognize_train_0061__complete seconds 0.396
DONE core 256 400 ragognize_train_0061__partial seconds 0.397
DONE core 257 400 ragognize_train_0151__complete seconds 0.376
DONE core 258 400 ragognize_train_0151__partial seconds 0.485
DONE core 259 400 ragognize_train_0189__complete seconds 0.463
DONE core 260 400 ragognize_train_0189__partial seconds 0.482
DONE core 261 400 ragognize_train_0230__complete seconds 0.366
DONE core 262 400 ragognize_train_0230__partial seconds 0.361
DONE core 263 400 ragognize_train_0235__complete seconds 0.529
DONE core 264 400 ragognize_train_0235__partial seconds 0.545
DONE core 265 400 ragognize_train_0380__complete seconds 0.448
DONE core 266 400 ragognize_train_0380__partial seconds 0.407
DONE core 267 400 ragognize_train_0399__complete seconds 0.582
DONE core 268 400 ragognize_train_0399__partial seconds 0.455
DONE core 269 400 ragognize_train_0403__complete seconds 0.411
DONE core 270 400 ragognize_train_0403__partial seconds 0.558
DONE core 271 400 ragognize_train_0466__complete seconds 0.406
DONE core 272 400 ragognize_train_0466__partial seconds 0.41
DONE core 273 400 ragognize_train_0514__complete seconds 0.386
DONE core 274 400 ragognize_train_0514__partial seconds 0.463
DONE core 275 400 ragognize_train_0615__complete seconds 0.671
DONE core 276 400 ragognize_train_0615__partial seconds 0.644
DONE core 277 400 ragognize_train_0642__complete seconds 0.399
DONE core 278 400 ragognize_train_0642__partial seconds 0.461
DONE core 279 400 ragognize_train_0646__complete seconds 0.383
DONE core 280 400 ragognize_train_0646__partial seconds 0.472
DONE core 281 400 ragognize_train_0653__complete seconds 0.456
DONE core 282 400 ragognize_train_0653__partial seconds 0.479
DONE core 283 400 ragognize_train_0949__complete seconds 0.356
DONE core 284 400 ragognize_train_0949__partial seconds 0.29
DONE core 285 400 ragognize_train_1068__complete seconds 0.403
DONE core 286 400 ragognize_train_1068__partial seconds 0.386
DONE core 287 400 ragognize_train_1147__complete seconds 0.37
DONE core 288 400 ragognize_train_1147__partial seconds 0.401
DONE core 289 400 ragognize_train_1155__complete seconds 0.4
DONE core 290 400 ragognize_train_1155__partial seconds 0.388
DONE core 291 400 ragognize_train_1160__complete seconds 0.458
DONE core 292 400 ragognize_train_1160__partial seconds 0.555
DONE core 293 400 ragognize_train_1219__complete seconds 0.337
DONE core 294 400 ragognize_train_1219__partial seconds 0.342
DONE core 295 400 ragognize_train_1333__complete seconds 0.448
DONE core 296 400 ragognize_train_1333__partial seconds 0.472
DONE core 297 400 ragognize_train_1336__complete seconds 0.403
DONE core 298 400 ragognize_train_1336__partial seconds 0.398
DONE core 299 400 ragognize_train_1401__complete seconds 0.377
DONE core 300 400 ragognize_train_1401__partial seconds 0.366
DONE core 301 400 ragognize_train_1478__complete seconds 0.294
DONE core 302 400 ragognize_train_1478__partial seconds 0.283
DONE core 303 400 ragognize_train_1505__complete seconds 0.39
DONE core 304 400 ragognize_train_1505__partial seconds 0.383
DONE core 305 400 ragognize_train_1542__complete seconds 0.395
DONE core 306 400 ragognize_train_1542__partial seconds 0.385
DONE core 307 400 ragognize_train_1657__complete seconds 0.385
DONE core 308 400 ragognize_train_1657__partial seconds 0.388
DONE core 309 400 ragognize_train_1661__complete seconds 0.478
DONE core 310 400 ragognize_train_1661__partial seconds 0.484
DONE core 311 400 ragognize_train_1664__complete seconds 0.463
DONE core 312 400 ragognize_train_1664__partial seconds 0.466
DONE core 313 400 ragognize_train_1773__complete seconds 0.297
DONE core 314 400 ragognize_train_1773__partial seconds 0.359
DONE core 315 400 ragognize_train_2028__complete seconds 0.364
DONE core 316 400 ragognize_train_2028__partial seconds 0.488
DONE core 317 400 ragognize_train_2062__complete seconds 0.374
DONE core 318 400 ragognize_train_2062__partial seconds 0.384
DONE core 319 400 ragognize_train_2331__complete seconds 0.406
DONE core 320 400 ragognize_train_2331__partial seconds 0.457
DONE core 321 400 ragognize_test_0059__complete seconds 0.552
DONE core 322 400 ragognize_test_0059__partial seconds 0.585
DONE core 323 400 ragognize_test_0172__complete seconds 0.463
DONE core 324 400 ragognize_test_0172__partial seconds 0.606
DONE core 325 400 ragognize_test_1644__complete seconds 0.408
DONE core 326 400 ragognize_test_1644__partial seconds 0.527
DONE core 327 400 ragognize_test_1723__complete seconds 0.475
DONE core 328 400 ragognize_test_1723__partial seconds 0.527
DONE core 329 400 ragognize_test_1817__complete seconds 0.394
DONE core 330 400 ragognize_test_1817__partial seconds 0.401
DONE core 331 400 ragognize_test_1887__complete seconds 0.4
DONE core 332 400 ragognize_test_1887__partial seconds 0.545
DONE core 333 400 ragognize_test_2231__complete seconds 0.407
DONE core 334 400 ragognize_test_2231__partial seconds 0.475
DONE core 335 400 ragognize_test_2340__complete seconds 0.474
DONE core 336 400 ragognize_test_2340__partial seconds 0.475
DONE core 337 400 ragognize_train_0043__complete seconds 0.372
DONE core 338 400 ragognize_train_0043__partial seconds 0.359
DONE core 339 400 ragognize_train_0169__complete seconds 0.468
DONE core 340 400 ragognize_train_0169__partial seconds 0.482
DONE core 341 400 ragognize_train_0253__complete seconds 0.367
DONE core 342 400 ragognize_train_0253__partial seconds 0.34
DONE core 343 400 ragognize_train_0265__complete seconds 0.402
DONE core 344 400 ragognize_train_0265__partial seconds 0.46
DONE core 345 400 ragognize_train_0284__complete seconds 0.393
DONE core 346 400 ragognize_train_0284__partial seconds 0.406
DONE core 347 400 ragognize_train_0354__complete seconds 0.452
DONE core 348 400 ragognize_train_0354__partial seconds 0.529
DONE core 349 400 ragognize_train_0366__complete seconds 0.418
DONE core 350 400 ragognize_train_0366__partial seconds 0.46
DONE core 351 400 ragognize_train_0368__complete seconds 0.538
DONE core 352 400 ragognize_train_0368__partial seconds 0.748
DONE core 353 400 ragognize_train_0498__complete seconds 0.343
DONE core 354 400 ragognize_train_0498__partial seconds 0.42
DONE core 355 400 ragognize_train_0719__complete seconds 0.571
DONE core 356 400 ragognize_train_0719__partial seconds 0.54
DONE core 357 400 ragognize_train_0891__complete seconds 0.465
DONE core 358 400 ragognize_train_0891__partial seconds 0.463
DONE core 359 400 ragognize_train_0928__complete seconds 0.422
DONE core 360 400 ragognize_train_0928__partial seconds 0.403
DONE core 361 400 ragognize_train_0951__complete seconds 0.475
DONE core 362 400 ragognize_train_0951__partial seconds 0.473
DONE core 363 400 ragognize_train_0974__complete seconds 0.435
DONE core 364 400 ragognize_train_0974__partial seconds 0.571
DONE core 365 400 ragognize_train_1035__complete seconds 0.46
DONE core 366 400 ragognize_train_1035__partial seconds 0.599
DONE core 367 400 ragognize_train_1042__complete seconds 0.48
DONE core 368 400 ragognize_train_1042__partial seconds 0.798
DONE core 369 400 ragognize_train_1205__complete seconds 0.376
DONE core 370 400 ragognize_train_1205__partial seconds 0.408
DONE core 371 400 ragognize_train_1359__complete seconds 0.658
DONE core 372 400 ragognize_train_1359__partial seconds 0.645
DONE core 373 400 ragognize_train_1415__complete seconds 0.555
DONE core 374 400 ragognize_train_1415__partial seconds 0.607
DONE core 375 400 ragognize_train_1472__complete seconds 0.404
DONE core 376 400 ragognize_train_1472__partial seconds 0.458
DONE core 377 400 ragognize_train_1543__complete seconds 0.576
DONE core 378 400 ragognize_train_1543__partial seconds 0.589
DONE core 379 400 ragognize_train_1711__complete seconds 0.472
DONE core 380 400 ragognize_train_1711__partial seconds 0.359
DONE core 381 400 ragognize_train_1777__complete seconds 0.476
DONE core 382 400 ragognize_train_1777__partial seconds 0.466
DONE core 383 400 ragognize_train_1821__complete seconds 0.394
DONE core 384 400 ragognize_train_1821__partial seconds 0.476
DONE core 385 400 ragognize_train_1869__complete seconds 0.459
DONE core 386 400 ragognize_train_1869__partial seconds 0.464
DONE core 387 400 ragognize_train_1871__complete seconds 0.471
DONE core 388 400 ragognize_train_1871__partial seconds 0.485
DONE core 389 400 ragognize_train_1879__complete seconds 0.564
DONE core 390 400 ragognize_train_1879__partial seconds 0.554
DONE core 391 400 ragognize_train_2144__complete seconds 0.516
DONE core 392 400 ragognize_train_2144__partial seconds 0.586
DONE core 393 400 ragognize_train_2167__complete seconds 0.479
DONE core 394 400 ragognize_train_2167__partial seconds 0.479
DONE core 395 400 ragognize_train_2232__complete seconds 0.478
DONE core 396 400 ragognize_train_2232__partial seconds 0.503
DONE core 397 400 ragognize_train_2268__complete seconds 0.45
DONE core 398 400 ragognize_train_2268__partial seconds 0.549
DONE core 399 400 ragognize_train_2314__complete seconds 0.558
DONE core 400 400 ragognize_train_2314__partial seconds 0.474
DONE attention 1 400 ragognize_train_0158__complete seconds 1.003
DONE attention 2 400 ragognize_train_0158__partial seconds 0.981
DONE attention 3 400 ragognize_train_0287__complete seconds 0.981
DONE attention 4 400 ragognize_train_0287__partial seconds 1.224
DONE attention 5 400 ragognize_train_0302__complete seconds 1.206
DONE attention 6 400 ragognize_train_0302__partial seconds 1.198
DONE attention 7 400 ragognize_train_0313__complete seconds 1.202
DONE attention 8 400 ragognize_train_0313__partial seconds 0.998
DONE attention 9 400 ragognize_train_0379__complete seconds 1.188
DONE attention 10 400 ragognize_train_0379__partial seconds 1.197
DONE attention 11 400 ragognize_train_0519__complete seconds 0.991
DONE attention 12 400 ragognize_train_0519__partial seconds 1.398
DONE attention 13 400 ragognize_train_0580__complete seconds 1.207
DONE attention 14 400 ragognize_train_0580__partial seconds 1.201
DONE attention 15 400 ragognize_train_0623__complete seconds 1.188
DONE attention 16 400 ragognize_train_0623__partial seconds 0.995
DONE attention 17 400 ragognize_train_0656__complete seconds 0.991
DONE attention 18 400 ragognize_train_0656__partial seconds 0.988
DONE attention 19 400 ragognize_train_0692__complete seconds 0.981
DONE attention 20 400 ragognize_train_0692__partial seconds 0.996
DONE attention 21 400 ragognize_train_0777__complete seconds 0.996
DONE attention 22 400 ragognize_train_0777__partial seconds 1.22
DONE attention 23 400 ragognize_train_0860__complete seconds 1.264
DONE attention 24 400 ragognize_train_0860__partial seconds 1.278
DONE attention 25 400 ragognize_train_0867__complete seconds 1.189
DONE attention 26 400 ragognize_train_0867__partial seconds 0.985
DONE attention 27 400 ragognize_train_0903__complete seconds 0.935
DONE attention 28 400 ragognize_train_0903__partial seconds 1.152
DONE attention 29 400 ragognize_train_0939__complete seconds 0.986
DONE attention 30 400 ragognize_train_0939__partial seconds 0.984
DONE attention 31 400 ragognize_train_0988__complete seconds 1.208
DONE attention 32 400 ragognize_train_0988__partial seconds 1.003
DONE attention 33 400 ragognize_train_1041__complete seconds 1.42
DONE attention 34 400 ragognize_train_1041__partial seconds 1.199
DONE attention 35 400 ragognize_train_1122__complete seconds 1.283
DONE attention 36 400 ragognize_train_1122__partial seconds 1.416
DONE attention 37 400 ragognize_train_1128__complete seconds 0.784
DONE attention 38 400 ragognize_train_1128__partial seconds 1.208
DONE attention 39 400 ragognize_train_1149__complete seconds 0.995
DONE attention 40 400 ragognize_train_1149__partial seconds 1.004
DONE attention 41 400 ragognize_train_1153__complete seconds 1.003
DONE attention 42 400 ragognize_train_1153__partial seconds 1.193
DONE attention 43 400 ragognize_train_1180__complete seconds 1.197
DONE attention 44 400 ragognize_train_1180__partial seconds 1.206
DONE attention 45 400 ragognize_train_1187__complete seconds 1.353
DONE attention 46 400 ragognize_train_1187__partial seconds 0.971
DONE attention 47 400 ragognize_train_1298__complete seconds 1.113
DONE attention 48 400 ragognize_train_1298__partial seconds 1.093
DONE attention 49 400 ragognize_train_1307__complete seconds 1.151
DONE attention 50 400 ragognize_train_1307__partial seconds 1.137
DONE attention 51 400 ragognize_train_1347__complete seconds 1.132
DONE attention 52 400 ragognize_train_1347__partial seconds 1.132
DONE attention 53 400 ragognize_train_1593__complete seconds 0.929
DONE attention 54 400 ragognize_train_1593__partial seconds 0.928
DONE attention 55 400 ragognize_train_1617__complete seconds 1.397
DONE attention 56 400 ragognize_train_1617__partial seconds 1.193
DONE attention 57 400 ragognize_train_1681__complete seconds 0.937
DONE attention 58 400 ragognize_train_1681__partial seconds 1.197
DONE attention 59 400 ragognize_train_1689__complete seconds 1.202
DONE attention 60 400 ragognize_train_1689__partial seconds 1.195
DONE attention 61 400 ragognize_train_1875__complete seconds 0.933
DONE attention 62 400 ragognize_train_1875__partial seconds 0.747
DONE attention 63 400 ragognize_train_1971__complete seconds 0.944
DONE attention 64 400 ragognize_train_1971__partial seconds 0.902
DONE attention 65 400 ragognize_train_2020__complete seconds 0.932
DONE attention 66 400 ragognize_train_2020__partial seconds 0.932
DONE attention 67 400 ragognize_train_2030__complete seconds 0.895
DONE attention 68 400 ragognize_train_2030__partial seconds 0.885
DONE attention 69 400 ragognize_train_2036__complete seconds 1.138
DONE attention 70 400 ragognize_train_2036__partial seconds 1.139
DONE attention 71 400 ragognize_train_2160__complete seconds 0.703
DONE attention 72 400 ragognize_train_2160__partial seconds 0.748
DONE attention 73 400 ragognize_train_2180__complete seconds 0.893
DONE attention 74 400 ragognize_train_2180__partial seconds 0.895
DONE attention 75 400 ragognize_train_2212__complete seconds 0.889
DONE attention 76 400 ragognize_train_2212__partial seconds 0.892
DONE attention 77 400 ragognize_train_2218__complete seconds 0.889
DONE attention 78 400 ragognize_train_2218__partial seconds 0.891
DONE attention 79 400 ragognize_train_2271__complete seconds 0.939
DONE attention 80 400 ragognize_train_2271__partial seconds 0.953
DONE attention 81 400 ragognize_test_0044__complete seconds 1.199
DONE attention 82 400 ragognize_test_0044__partial seconds 1.13
DONE attention 83 400 ragognize_test_0130__complete seconds 0.944
DONE attention 84 400 ragognize_test_0130__partial seconds 1.137
DONE attention 85 400 ragognize_test_0237__complete seconds 0.742
DONE attention 86 400 ragognize_test_0237__partial seconds 0.943
DONE attention 87 400 ragognize_test_0275__complete seconds 1.337
DONE attention 88 400 ragognize_test_0275__partial seconds 1.135
DONE attention 89 400 ragognize_test_0485__complete seconds 1.128
DONE attention 90 400 ragognize_test_0485__partial seconds 1.129
DONE attention 91 400 ragognize_test_0701__complete seconds 1.344
DONE attention 92 400 ragognize_test_0701__partial seconds 1.344
DONE attention 93 400 ragognize_test_0726__complete seconds 1.355
DONE attention 94 400 ragognize_test_0726__partial seconds 1.35
DONE attention 95 400 ragognize_test_0970__complete seconds 0.95
DONE attention 96 400 ragognize_test_0970__partial seconds 1.128
DONE attention 97 400 ragognize_test_0998__complete seconds 1.144
DONE attention 98 400 ragognize_test_0998__partial seconds 1.143
DONE attention 99 400 ragognize_test_1264__complete seconds 1.338
DONE attention 100 400 ragognize_test_1264__partial seconds 1.338
DONE attention 101 400 ragognize_test_1284__complete seconds 1.129
DONE attention 102 400 ragognize_test_1284__partial seconds 1.327
DONE attention 103 400 ragognize_train_1396__complete seconds 1.206
DONE attention 104 400 ragognize_train_1396__partial seconds 1.408
DONE attention 105 400 ragognize_test_1332__complete seconds 0.745
DONE attention 106 400 ragognize_test_1332__partial seconds 1.128
DONE attention 107 400 ragognize_test_1452__complete seconds 0.899
DONE attention 108 400 ragognize_test_1452__partial seconds 1.1
DONE attention 109 400 ragognize_test_1554__complete seconds 1.198
DONE attention 110 400 ragognize_test_1554__partial seconds 1.196
DONE attention 111 400 ragognize_test_1645__complete seconds 1.127
DONE attention 112 400 ragognize_test_1645__partial seconds 1.139
DONE attention 113 400 ragognize_test_2039__complete seconds 1.139
DONE attention 114 400 ragognize_test_2039__partial seconds 1.521
DONE attention 115 400 ragognize_test_2095__complete seconds 0.937
DONE attention 116 400 ragognize_test_2095__partial seconds 0.958
DONE attention 117 400 ragognize_train_0177__complete seconds 0.938
DONE attention 118 400 ragognize_train_0177__partial seconds 1.143
DONE attention 119 400 ragognize_train_0382__complete seconds 1.411
DONE attention 120 400 ragognize_train_0382__partial seconds 1.154
DONE attention 121 400 ragognize_train_0406__complete seconds 0.942
DONE attention 122 400 ragognize_train_0406__partial seconds 0.943
DONE attention 123 400 ragognize_train_0414__complete seconds 1.006
DONE attention 124 400 ragognize_train_0414__partial seconds 1.011
DONE attention 125 400 ragognize_train_0420__complete seconds 0.894
DONE attention 126 400 ragognize_train_0420__partial seconds 1.148
DONE attention 127 400 ragognize_train_0473__complete seconds 1.22
DONE attention 128 400 ragognize_train_0473__partial seconds 1.392
DONE attention 129 400 ragognize_train_0683__complete seconds 1.205
DONE attention 130 400 ragognize_train_0683__partial seconds 1.201
DONE attention 131 400 ragognize_train_0940__complete seconds 0.938
DONE attention 132 400 ragognize_train_0940__partial seconds 0.94
DONE attention 133 400 ragognize_train_1158__complete seconds 1.421
DONE attention 134 400 ragognize_train_1158__partial seconds 1.42
DONE attention 135 400 ragognize_train_1379__complete seconds 1.398
DONE attention 136 400 ragognize_train_1379__partial seconds 1.602
DONE attention 137 400 ragognize_train_1520__complete seconds 1.326
DONE attention 138 400 ragognize_train_1520__partial seconds 1.14
DONE attention 139 400 ragognize_train_1532__complete seconds 1.335
